,text,ipa,syllables,stress,audio_files,audio_urls
474,بروفا,ˈbroː.va,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بروفا.wav,https://upload.wikimedia.org/wikipedia/commons/3/36/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%B1%D9%88%D9%81%D8%A7.wav
475,بري,ˈbar.ri,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بري.wav,https://upload.wikimedia.org/wikipedia/commons/a/a7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B1%D9%8A.wav
476,بستحي,ˈbɪst.ħi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بستحي.wav,https://upload.wikimedia.org/wikipedia/commons/5/52/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B3%D8%AA%D8%AD%D9%8A.wav
477,بستوي,ˈbɪst.wi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-bistwi.wav,https://upload.wikimedia.org/wikipedia/commons/e/ec/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-bistwi.wav
478,بسرعة,ˈbsʊr.ʕa,2,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-بسرعة.wav,https://upload.wikimedia.org/wikipedia/commons/3/34/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%A8%D8%B3%D8%B1%D8%B9%D8%A9.wav
479,بسط,ˈbɑs.sɑtˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَسَّط.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B3%D9%8E%D9%91%D8%B7.wav
480,بشترك,ˈbɪʃt.rɪk,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-bištrek.wav,https://upload.wikimedia.org/wikipedia/commons/c/c8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-bi%C5%A1trek.wav
481,بشتري,ˈbɪʃt.ri,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بشتري.wav,https://upload.wikimedia.org/wikipedia/commons/1/1d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B4%D8%AA%D8%B1%D9%8A.wav
482,بشتغل,ˈbɪʃt.ɣɪl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بشتغل.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B4%D8%AA%D8%BA%D9%84.wav
483,بشع,ˈbaʃ.ʃaʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بشع.wav,https://upload.wikimedia.org/wikipedia/commons/4/4b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B4%D8%B9.wav
484,بشع,ˈbɪ.ʃ(ɪ)ʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بشع.wav,https://upload.wikimedia.org/wikipedia/commons/4/4b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B4%D8%B9.wav
485,بصل,ˈbɑ.sˤɑl,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-بصل.wav,https://upload.wikimedia.org/wikipedia/commons/a/a8/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%A8%D8%B5%D9%84.wav
486,بطة,ˈbɑtˤ.tˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بطّة.wav,https://upload.wikimedia.org/wikipedia/commons/a/af/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B7%D9%91%D8%A9.wav
487,بطل,ˈbɑtˤ.tˤɑl,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَطَّل.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B7%D9%8E%D9%91%D9%84.wav
488,بطن,ˈbɑ.tˤ(ɪ)n,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بطن.wav,https://upload.wikimedia.org/wikipedia/commons/1/13/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B7%D9%86.wav
489,بعبش,ˈbaʕ.baʃ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَعبَش.wav,https://upload.wikimedia.org/wikipedia/commons/5/52/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B9%D8%A8%D9%8E%D8%B4.wav
490,بعبص,ˈbaʕ.bɑsˤ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-بَعبَص.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A8%D9%8E%D8%B9%D8%A8%D9%8E%D8%B5.wav
491,بعت,ˈba.ʕat,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَعَت.wav,https://upload.wikimedia.org/wikipedia/commons/3/32/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B9%D9%8E%D8%AA.wav
492,بعتبر,ˈbɪʕt.bɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-biʕtber.wav,https://upload.wikimedia.org/wikipedia/commons/8/8c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-bi%CA%95tber.wav
493,بعتذر,ˈbɪʕt.zɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتذر.wav,https://upload.wikimedia.org/wikipedia/commons/4/4d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D8%B0%D8%B1.wav
494,بعتر,ˈbaʕ.tar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَعتَر.wav,https://upload.wikimedia.org/wikipedia/commons/0/0b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B9%D8%AA%D9%8E%D8%B1.wav
495,بعترض,ˈbɪʕt.rɪdˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-biʕtreḍ.wav,https://upload.wikimedia.org/wikipedia/commons/1/17/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-bi%CA%95tre%E1%B8%8D.wav
496,بعترف,ˈbɪʕt.rɪf,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعترف.wav,https://upload.wikimedia.org/wikipedia/commons/7/74/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D8%B1%D9%81.wav
497,بعتزل,ˈbɪʕt.zɪl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتزل.wav,https://upload.wikimedia.org/wikipedia/commons/4/42/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D8%B2%D9%84.wav
498,بعتقد,ˈbɪʕt.ʔɪd,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتقد.wav,https://upload.wikimedia.org/wikipedia/commons/e/eb/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D9%82%D8%AF.wav
499,بعتقل,ˈbɪʕt.ʔɪl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتقل.wav,https://upload.wikimedia.org/wikipedia/commons/3/39/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D9%82%D9%84.wav
500,بعتمد,ˈbɪʕt.mɪd,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتمد.wav,https://upload.wikimedia.org/wikipedia/commons/c/c8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D9%85%D8%AF.wav
501,بعد,ˈba.ʕ(ɪ)d,2,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-بَعد.wav,https://upload.wikimedia.org/wikipedia/commons/7/7d/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A8%D9%8E%D8%B9%D8%AF.wav
502,بعزق,ˈbaʕ.zaʔ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَعزَق.wav,https://upload.wikimedia.org/wikipedia/commons/6/69/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B9%D8%B2%D9%8E%D9%82.wav
503,بعص,ˈbɑ.ʕɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَعَص.wav,https://upload.wikimedia.org/wikipedia/commons/0/08/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B9%D9%8E%D8%B5.wav
504,بغتصب,ˈbɪɣt.sˤɪb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بغتصب.wav,https://upload.wikimedia.org/wikipedia/commons/0/05/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%BA%D8%AA%D8%B5%D8%A8.wav
505,بفتخر,ˈbɪft.xɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بفتخر.wav,https://upload.wikimedia.org/wikipedia/commons/3/38/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%81%D8%AA%D8%AE%D8%B1.wav
506,بفترض,ˈbɪft.rɪdˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بفترض.wav,https://upload.wikimedia.org/wikipedia/commons/e/e8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%81%D8%AA%D8%B1%D8%B6.wav
507,بقتحم,ˈbɪqt.ħɪm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بقتحم.wav,https://upload.wikimedia.org/wikipedia/commons/0/03/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%82%D8%AA%D8%AD%D9%85.wav
508,بقترح,ˈbɪqt.rɪħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بقترح.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%82%D8%AA%D8%B1%D8%AD.wav
509,بقر,ˈbɑ.ʔɑrˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بقر.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%82%D8%B1.wav
510,بقرب,ˈbɪʔ.rab,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-قِرِب.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%82%D9%90%D8%B1%D9%90%D8%A8.wav
511,بقي,ˈbi.ʔi,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بِقي.wav,https://upload.wikimedia.org/wikipedia/commons/d/db/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%90%D9%82%D9%8A.wav
512,بكتشف,ˈbɪkt.ʃɪf,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بكتشف.wav,https://upload.wikimedia.org/wikipedia/commons/1/11/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%83%D8%AA%D8%B4%D9%81.wav
513,بكر,ˈbak.kar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَكَّر.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%83%D9%8E%D9%91%D8%B1.wav
514,بكرة,ˈbuk.rˤɑ,2,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-بُكرا.wav,https://upload.wikimedia.org/wikipedia/commons/4/4a/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A8%D9%8F%D9%83%D8%B1%D8%A7.wav
515,بكى,ˈba.ka,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَكى.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%83%D9%89.wav
516,بلا,ˈba.la,2,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-بلا.wav,https://upload.wikimedia.org/wikipedia/commons/3/35/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%A7.wav
517,بلتخم,ˈbɪlt.xɪm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلتخم.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%AA%D8%AE%D9%85.wav
518,بلتزم,ˈbɪlt.zɪm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلتزم.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%AA%D8%B2%D9%85.wav
519,بلتغي,ˈbɪlt.ɣi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلتغي.wav,https://upload.wikimedia.org/wikipedia/commons/0/09/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%AA%D8%BA%D9%8A.wav
520,بلتقي,ˈbɪlt.ʔi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلتقي.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%AA%D9%82%D9%8A.wav
521,بلتهب,ˈbɪlt.hɪb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-biltheb.wav,https://upload.wikimedia.org/wikipedia/commons/8/8f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-biltheb.wav
522,بلد,ˈba.lad,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلد.wav,https://upload.wikimedia.org/wikipedia/commons/e/e9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%AF.wav
523,بلش,ˈbal.laʃ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بلّش.wav,https://upload.wikimedia.org/wikipedia/commons/7/75/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%84%D9%91%D8%B4.wav
524,بلغ,ˈbal.laɣ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَلَّغ.wav,https://upload.wikimedia.org/wikipedia/commons/c/c5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%84%D9%8E%D9%91%D8%BA.wav
525,بلكي,ˈbal.ki,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-بلكي.wav,https://upload.wikimedia.org/wikipedia/commons/f/fd/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A8%D9%84%D9%83%D9%8A.wav
526,بلوزة,ˈbluː.ze,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلوزة.wav,https://upload.wikimedia.org/wikipedia/commons/5/5d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D9%88%D8%B2%D8%A9.wav
527,بمتنع,ˈbɪmt.nɪʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بمتنع.wav,https://upload.wikimedia.org/wikipedia/commons/0/07/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%85%D8%AA%D9%86%D8%B9.wav
528,بنتبه,ˈbɪnt.bɪh,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتبه.wav,https://upload.wikimedia.org/wikipedia/commons/6/6e/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%A8%D9%87.wav
529,بنتحر,ˈbɪnt.ħɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتحر.wav,https://upload.wikimedia.org/wikipedia/commons/d/da/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%AD%D8%B1.wav
530,بنتخب,ˈbɪnt.xɪb,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتخب.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%AE%D8%A8.wav
531,بنتشر,ˈbɪnt.ʃɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتشر.wav,https://upload.wikimedia.org/wikipedia/commons/2/22/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%B4%D8%B1.wav
532,بنتصر,ˈbɪnt.sˤɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتصر.wav,https://upload.wikimedia.org/wikipedia/commons/e/ef/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D8%B5%D8%B1.wav
533,بنتفخ,ˈbɪnt.fɪx,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-bintfeḵ.wav,https://upload.wikimedia.org/wikipedia/commons/3/3d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-bintfe%E1%B8%B5.wav
534,بنتقل,ˈbɪnt.ʔɪl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتقل.wav,https://upload.wikimedia.org/wikipedia/commons/7/74/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D9%82%D9%84.wav
535,بنتمي,ˈbɪnt.mi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتمي.wav,https://upload.wikimedia.org/wikipedia/commons/3/3a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D9%85%D9%8A.wav
536,بنصر,ˈbʊn.sˤʊr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنصر.wav,https://upload.wikimedia.org/wikipedia/commons/7/72/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%B5%D8%B1.wav
537,بنى,ˈba.na,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَنى.wav,https://upload.wikimedia.org/wikipedia/commons/d/d0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%86%D9%89.wav
538,بني,ˈbɪn.ni,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بني.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D9%8A.wav
539,بهدل,ˈbah.dal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَهدَل.wav,https://upload.wikimedia.org/wikipedia/commons/4/4b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%87%D8%AF%D9%8E%D9%84.wav
540,بودرة,ˈboːd.rˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بودرة.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D8%AF%D8%B1%D8%A9.wav
541,بوظة,ˈbuː.zˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بوظة.wav,https://upload.wikimedia.org/wikipedia/commons/d/de/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D8%B8%D8%A9.wav
542,بول,ˈbaw.wal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَوَّل.wav,https://upload.wikimedia.org/wikipedia/commons/6/6f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%88%D9%8E%D9%91%D9%84.wav
543,بيبي,ˈbeː.bi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بيبي.wav,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%8A%D8%A8%D9%8A.wav
544,بيضة,ˈbeː.dˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بيضة.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%8A%D8%B6%D8%A9.wav
545,بين,ˈbaj.jan,2,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-بين.wav,https://upload.wikimedia.org/wikipedia/commons/c/c2/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A8%D9%8A%D9%86.wav
546,تاسع,ˈtæː.sɪʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تاسع.wav,https://upload.wikimedia.org/wikipedia/commons/5/5a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A7%D8%B3%D8%B9.wav
547,تالت,ˈtæː.lɪt,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تالت.wav,https://upload.wikimedia.org/wikipedia/commons/3/34/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A7%D9%84%D8%AA.wav
548,تامن,ˈtæː.mɪn,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تامن.wav,https://upload.wikimedia.org/wikipedia/commons/f/f9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A7%D9%85%D9%86.wav
549,تاني,ˈtæː.ni,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تاني.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A7%D9%86%D9%8A.wav
550,تخت,ˈta.x(ɪ)t,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تخت.wav,https://upload.wikimedia.org/wikipedia/commons/d/d9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%AE%D8%AA.wav
551,ترجم,ˈtar.ʒam,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تَرجَم.wav,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D8%B1%D8%AC%D9%8E%D9%85.wav
552,ترك,ˈta.rak,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تَرَك.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D8%B1%D9%8E%D9%83.wav
553,تركي,ˈtur.ki,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تُركيّ.wav,https://upload.wikimedia.org/wikipedia/commons/1/16/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8F%D8%B1%D9%83%D9%8A%D9%91.wav
554,تسع,ˈtʊ.s(ʊ)ʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تُسع.wav,https://upload.wikimedia.org/wikipedia/commons/d/d8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%8F%D8%B3%D8%B9.wav
555,تسعة,ˈtɪs.ʕa,2,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-9.wav,https://upload.wikimedia.org/wikipedia/commons/f/f9/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-9.wav
556,تكسي,ˈtak.si,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تكسي.wav,https://upload.wikimedia.org/wikipedia/commons/a/ad/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%83%D8%B3%D9%8A.wav
557,تلج,ˈtal.laʒ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تلج.wav,https://upload.wikimedia.org/wikipedia/commons/3/36/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%84%D8%AC.wav
558,تلفن,ˈtal.fan,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تَلفَن.wav,https://upload.wikimedia.org/wikipedia/commons/1/14/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D9%84%D9%81%D9%8E%D9%86.wav
559,تمر,ˈta.m(ɪ)r,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-تمر.wav,https://upload.wikimedia.org/wikipedia/commons/b/b7/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%AA%D9%85%D8%B1.wav
560,تمن,ˈtʊ.m(ʊ)n,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تُمن.wav,https://upload.wikimedia.org/wikipedia/commons/9/9c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%8F%D9%85%D9%86.wav
561,تمن,ˈta.man,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تُمن.wav,https://upload.wikimedia.org/wikipedia/commons/9/9c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%8F%D9%85%D9%86.wav
562,تنى,ˈta.na,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-ثنى.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AB%D9%86%D9%89.wav
