,text,ipa,syllables,stress,audio_files,audio_urls
0,أتراك,ʔɑtˈrˤɑːk,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أتراك.wav,https://upload.wikimedia.org/wikipedia/commons/4/47/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D8%AA%D8%B1%D8%A7%D9%83.wav
1,أثاث,ʔaˈθæːθ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أثاث.wav,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D8%AB%D8%A7%D8%AB.wav
2,أجار,ʔɑˈʒɑːrˤ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أجار.wav,https://upload.wikimedia.org/wikipedia/commons/4/49/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D8%AC%D8%A7%D8%B1.wav
3,أخير,ʔaˈxiːr,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أخير.wav,https://upload.wikimedia.org/wikipedia/commons/1/10/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D8%AE%D9%8A%D8%B1.wav
4,أربعين,ʔarbˈʕiːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-40.wav,https://upload.wikimedia.org/wikipedia/commons/8/80/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-40.wav
5,أسبوع,ʔʊsˈbuːʕ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-آخر الأسبوع.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A2%D8%AE%D8%B1_%D8%A7%D9%84%D8%A3%D8%B3%D8%A8%D9%88%D8%B9.wav
6,أستاذ,ʔʊsˈtæːz,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أستاذ.wav,https://upload.wikimedia.org/wikipedia/commons/6/6f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0.wav
7,أشخاص,ʔaʃˈxɑːsˤ,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-اشخاص.wav,https://upload.wikimedia.org/wikipedia/commons/9/93/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A7%D8%B4%D8%AE%D8%A7%D8%B5.wav
8,أصاب,ʔɑˈsˤɑːb,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أصاب.wav,https://upload.wikimedia.org/wikipedia/commons/3/32/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B5%D8%A7%D8%A8.wav
9,أصحاب,ʔɑsˤˈħɑːb,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-اصحاب.wav,https://upload.wikimedia.org/wikipedia/commons/0/01/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A7%D8%B5%D8%AD%D8%A7%D8%A8.wav
10,أصر,ʔɑˈsˤɑr,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أصَرّ.wav,https://upload.wikimedia.org/wikipedia/commons/7/72/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D8%B5%D9%8E%D8%B1%D9%91.wav
11,أعار,ʔaˈʕɑːrˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أعار.wav,https://upload.wikimedia.org/wikipedia/commons/1/1f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B9%D8%A7%D8%B1.wav
12,أفاد,ʔaˈfæːd,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أفاد.wav,https://upload.wikimedia.org/wikipedia/commons/5/56/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%81%D8%A7%D8%AF.wav
13,أفكار,ʔafˈkɑːrˤ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أفكار.wav,https://upload.wikimedia.org/wikipedia/commons/5/53/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D9%81%D9%83%D8%A7%D8%B1.wav
14,أكيد,ʔaˈkiːd,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أكيد.wav,https://upload.wikimedia.org/wikipedia/commons/e/e3/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%83%D9%8A%D8%AF.wav
15,أكيل,ʔakˈkiːl,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-أكّيل.wav,https://upload.wikimedia.org/wikipedia/commons/2/21/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%83%D9%91%D9%8A%D9%84.wav
16,أنو,ʔaˈnuː,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-أنو.wav,https://upload.wikimedia.org/wikipedia/commons/3/37/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A3%D9%86%D9%88.wav
17,أني,ʔaˈniː,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-ʔani.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%CA%94ani.wav
18,أهلين,ʔahˈleːn,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أهلين.wav,https://upload.wikimedia.org/wikipedia/commons/b/b0/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D9%87%D9%84%D9%8A%D9%86.wav
19,أوتيل,ʔoˈteːl,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اُوتيل.wav,https://upload.wikimedia.org/wikipedia/commons/7/76/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%8F%D9%88%D8%AA%D9%8A%D9%84.wav
20,أولمبارح,ˈʔawwal‿ɪmˈbæːrɪħ,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أول مبارح.wav,https://upload.wikimedia.org/wikipedia/commons/2/23/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D9%88%D9%84_%D9%85%D8%A8%D8%A7%D8%B1%D8%AD.wav
21,إبريق,ʔɪbˈriːʔ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إبريق.wav,https://upload.wikimedia.org/wikipedia/commons/1/1f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D8%A8%D8%B1%D9%8A%D9%82.wav
22,إسلام,ʔisˈlæːm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إسلام.wav,https://upload.wikimedia.org/wikipedia/commons/a/a5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D8%B3%D9%84%D8%A7%D9%85.wav
23,إسهال,ʔɪsˈhæːl,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-إسهال.wav,https://upload.wikimedia.org/wikipedia/commons/4/48/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A5%D8%B3%D9%87%D8%A7%D9%84.wav
24,إعلام,ʔɪʕˈlæːm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إعلام.wav,https://upload.wikimedia.org/wikipedia/commons/b/b0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D8%B9%D9%84%D8%A7%D9%85.wav
25,إنجاص,ʔɪnˈʒɑːsˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إنجاص.wav,https://upload.wikimedia.org/wikipedia/commons/1/18/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D9%86%D8%AC%D8%A7%D8%B5.wav
26,إنسان,ʔinˈsæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إنسان.wav,https://upload.wikimedia.org/wikipedia/commons/7/79/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D9%86%D8%B3%D8%A7%D9%86.wav
27,ابتز,ɪbˈtaz,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-ابتَزّ.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%A8%D8%AA%D9%8E%D8%B2%D9%91.wav
28,احتاج,ɪħˈtæːʒ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-احتاج.wav,https://upload.wikimedia.org/wikipedia/commons/e/ec/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AD%D8%AA%D8%A7%D8%AC.wav
29,احتج,ɪħˈtaʒ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-احتَجّ.wav,https://upload.wikimedia.org/wikipedia/commons/3/3c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AD%D8%AA%D9%8E%D8%AC%D9%91.wav
30,احتل,ɪħˈtall,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-احتَلّ.wav,https://upload.wikimedia.org/wikipedia/commons/4/4a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AD%D8%AA%D9%8E%D9%84%D9%91.wav
31,احمر,(ɪ)ħˈmɑrˤ,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-احمرّ.wav,https://upload.wikimedia.org/wikipedia/commons/a/af/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D8%AD%D9%85%D8%B1%D9%91.wav
32,اختار,ɪxˈtˤɑːrˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اختار.wav,https://upload.wikimedia.org/wikipedia/commons/0/02/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AE%D8%AA%D8%A7%D8%B1.wav
33,ارتاح,ɪrˈtæːħ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-ارتاح.wav,https://upload.wikimedia.org/wikipedia/commons/3/34/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B1%D8%AA%D8%A7%D8%AD.wav
34,استغنى,ɪsˈtaɣna,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-استَغنى.wav,https://upload.wikimedia.org/wikipedia/commons/7/73/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D8%BA%D9%86%D9%89.wav
35,اسمر,(ɪ)sˈmɑr,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-اسمَرّ.wav,https://upload.wikimedia.org/wikipedia/commons/3/37/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A7%D8%B3%D9%85%D9%8E%D8%B1%D9%91.wav
36,اشتاق,ɪʃˈtæːʔ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اشتاق.wav,https://upload.wikimedia.org/wikipedia/commons/2/22/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B4%D8%AA%D8%A7%D9%82.wav
37,اضطر,ɪtˤˈtˤɑrˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اضطَرّ.wav,https://upload.wikimedia.org/wikipedia/commons/c/cf/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B6%D8%B7%D9%8E%D8%B1%D9%91.wav
38,اغتال,ɪɣˈtæːl,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اغتال.wav,https://upload.wikimedia.org/wikipedia/commons/d/d1/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%BA%D8%AA%D8%A7%D9%84.wav
39,السبت,ɪsˈsab(ɪ)t,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-Saturday.wav,https://upload.wikimedia.org/wikipedia/commons/4/4f/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-Saturday.wav
40,الشام,(ɪ)ʃˈʃæːm,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-الشام.wav,https://upload.wikimedia.org/wikipedia/commons/f/fb/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%84%D8%B4%D8%A7%D9%85.wav
41,الصين,(ɪ)sˤˈsˤiːn,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-الصين.wav,https://upload.wikimedia.org/wikipedia/commons/f/f8/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%84%D8%B5%D9%8A%D9%86.wav
42,القدس,ɪlˈʔʊds,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-القدس.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%84%D9%82%D8%AF%D8%B3.wav
43,اليوم,ɪlˈjoːm,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-اليوم.wav,https://upload.wikimedia.org/wikipedia/commons/9/95/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A7%D9%84%D9%8A%D9%88%D9%85.wav
44,انباع,ɪnˈbæːʕ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انباع.wav,https://upload.wikimedia.org/wikipedia/commons/c/c1/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%A8%D8%A7%D8%B9.wav
45,انبل,ɪnˈbal,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انبَلّ.wav,https://upload.wikimedia.org/wikipedia/commons/7/73/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%A8%D9%8E%D9%84%D9%91.wav
46,انتاك,ɪnˈtæːk,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انتاك.wav,https://upload.wikimedia.org/wikipedia/commons/b/b4/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AA%D8%A7%D9%83.wav
47,انجن,(ɪ)nˈʒann,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-انجَنّ.wav,https://upload.wikimedia.org/wikipedia/commons/0/0f/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%86%D8%AC%D9%8E%D9%86%D9%91.wav
48,انحب,(ɪ)nˈħab,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-انحَبّ.wav,https://upload.wikimedia.org/wikipedia/commons/0/08/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%86%D8%AD%D9%8E%D8%A8%D9%91.wav
49,انحل,ɪnˈħal,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انحَلّ.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AD%D9%8E%D9%84%D9%91.wav
50,انزاد,ɪnˈzæːd,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انزاد.wav,https://upload.wikimedia.org/wikipedia/commons/f/fb/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%B2%D8%A7%D8%AF.wav
51,انزار,ɪnˈzɑːrˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انزار.wav,https://upload.wikimedia.org/wikipedia/commons/f/fe/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%B2%D8%A7%D8%B1.wav
52,انشاف,ɪnˈʃæːf,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انشاف.wav,https://upload.wikimedia.org/wikipedia/commons/2/2a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%B4%D8%A7%D9%81.wav
53,انضم,ɪnˈdˤɑm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انضَمّ.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%B6%D9%8E%D9%85%D9%91.wav
54,انفك,ɪnˈfak,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انفَكّ.wav,https://upload.wikimedia.org/wikipedia/commons/3/38/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%81%D9%8E%D9%83%D9%91.wav
55,انقال,ɪnˈʔæːl,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انقال.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%82%D8%A7%D9%84.wav
56,انكب,ɪnˈkab,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انكَبّ.wav,https://upload.wikimedia.org/wikipedia/commons/7/73/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%83%D9%8E%D8%A8%D9%91.wav
57,انهار,ɪnˈhɑːrˤ,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انهار.wav,https://upload.wikimedia.org/wikipedia/commons/a/af/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%87%D8%A7%D8%B1.wav
58,اهتم,ihˈtam,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-اهتَمّ.wav,https://upload.wikimedia.org/wikipedia/commons/2/2c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%87%D8%AA%D9%8E%D9%85%D9%91.wav
59,بئرالسبع,biːr‿ɪsˈsab(ɪ)ʕ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بئر السبع.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%A6%D8%B1_%D8%A7%D9%84%D8%B3%D8%A8%D8%B9.wav
60,بابور,bæːˈboːr,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-بابور.wav,https://upload.wikimedia.org/wikipedia/commons/4/4c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%A7%D8%A8%D9%88%D8%B1.wav
61,بالزبط,bɪzˤˈzˤɑbtˤ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بالزبط.wav,https://upload.wikimedia.org/wikipedia/commons/c/c2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%A7%D9%84%D8%B2%D8%A8%D8%B7.wav
62,بالضبط,bɪzˤˈzˤɑbtˤ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بالزبط.wav,https://upload.wikimedia.org/wikipedia/commons/c/c2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%A7%D9%84%D8%B2%D8%A8%D8%B7.wav
63,بدون,bɪˈduːn,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-بدون.wav,https://upload.wikimedia.org/wikipedia/commons/5/5b/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A8%D8%AF%D9%88%D9%86.wav
64,بردان,barˈdæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-بَردان.wav,https://upload.wikimedia.org/wikipedia/commons/1/11/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B1%D8%AF%D8%A7%D9%86.wav
65,بردقان,burdˈʔæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-بردقان.wav,https://upload.wikimedia.org/wikipedia/commons/6/65/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%B1%D8%AF%D9%82%D8%A7%D9%86.wav
66,بريم,barˈriːm,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-برّيم.wav,https://upload.wikimedia.org/wikipedia/commons/9/9d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B1%D9%91%D9%8A%D9%85.wav
67,بسيط,bɑˈsˤiːtˤ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بسيط.wav,https://upload.wikimedia.org/wikipedia/commons/d/d5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B3%D9%8A%D8%B7.wav
68,بشكير,baʃˈkiːr,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بشكير.wav,https://upload.wikimedia.org/wikipedia/commons/c/cb/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B4%D9%83%D9%8A%D8%B1.wav
69,بطيء,bɑˈtˤiːʔ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بطيء.wav,https://upload.wikimedia.org/wikipedia/commons/9/9d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B7%D9%8A%D8%A1.wav
70,بطيخ,bɑtˤˈtˤiːx,2,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-بطّيخ.wav,https://upload.wikimedia.org/wikipedia/commons/5/59/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%A8%D8%B7%D9%91%D9%8A%D8%AE.wav
71,بعدين,baʕˈdeːn,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-بعدين.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AF%D9%8A%D9%86.wav
72,بكير,bakˈkiːr,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-بَكّير.wav,https://upload.wikimedia.org/wikipedia/commons/8/8b/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A8%D9%8E%D9%83%D9%91%D9%8A%D8%B1.wav
73,بلاد,biˈlæːd,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلاد.wav,https://upload.wikimedia.org/wikipedia/commons/6/68/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%A7%D8%AF.wav
74,بلادالشام,blæːd (ɪ)ʃˈʃæːm,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-بلاد الشام.wav,https://upload.wikimedia.org/wikipedia/commons/1/18/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A8%D9%84%D8%A7%D8%AF_%D8%A7%D9%84%D8%B4%D8%A7%D9%85.wav
75,بلاش,baˈlæːʃ,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-بلاش.wav,https://upload.wikimedia.org/wikipedia/commons/0/03/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D8%A7%D8%B4.wav
76,بلكون,balˈkoːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بلكون.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%84%D9%83%D9%88%D9%86.wav
77,بنات,baˈnæːt,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-بنات.wav,https://upload.wikimedia.org/wikipedia/commons/7/78/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%A7%D8%AA.wav
78,بوفيه,buˈfeː,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بوفيه.wav,https://upload.wikimedia.org/wikipedia/commons/2/2a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D9%81%D9%8A%D9%87.wav
79,بولاد,buˈlæːd,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بولاد.wav,https://upload.wikimedia.org/wikipedia/commons/a/a8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D9%84%D8%A7%D8%AF.wav
80,بوليس,buˈliːs,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بوليس.wav,https://upload.wikimedia.org/wikipedia/commons/4/42/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D9%84%D9%8A%D8%B3.wav
81,بياع,bajˈjæːʕ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بيّاع.wav,https://upload.wikimedia.org/wikipedia/commons/f/f4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%8A%D9%91%D8%A7%D8%B9.wav
82,بيتلحم,beːtˈlaħm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-بيت لحم.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8A%D8%AA_%D9%84%D8%AD%D9%85.wav
83,بيروت,bejˈruːt,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-بيروت.wav,https://upload.wikimedia.org/wikipedia/commons/4/4d/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A8%D9%8A%D8%B1%D9%88%D8%AA.wav
84,تأكيد,taʔˈkiːd,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تأكيد.wav,https://upload.wikimedia.org/wikipedia/commons/1/19/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A3%D9%83%D9%8A%D8%AF.wav
85,تاريخ,tæːˈriːx,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-تاريخ.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE.wav
86,تسعين,tɪsˈʕiːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-90.wav,https://upload.wikimedia.org/wikipedia/commons/9/9d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-90.wav
87,تعبان,taʕˈbæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-تَعبان.wav,https://upload.wikimedia.org/wikipedia/commons/a/af/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D8%B9%D8%A8%D8%A7%D9%86.wav
88,تفاح,tufˈfæːħ,2,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-تفّاح.wav,https://upload.wikimedia.org/wikipedia/commons/2/2a/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%AA%D9%81%D9%91%D8%A7%D8%AD.wav
89,تقيلالدم,tʔiːl‿ɪdˈdamm,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تقيل الدم.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%82%D9%8A%D9%84_%D8%A7%D9%84%D8%AF%D9%85.wav
90,تلات,taˈlæːt,2,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-3.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-3.wav
