fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file1150.TextGrid,1,0.260,37,54,65,80,71,73,74,74,68,54,67.163
file1150.TextGrid,2,0.270,54,72,74,77,74,67,62,56,48,41,64.467
file1151.TextGrid,1,0.260,30,65,76,78,77,68,63,61,64,63,66.414
file1151.TextGrid,2,0.430,63,70,74,76,73,57,51,51,49,40,62.082
file1152.TextGrid,1,0.270,49,71,77,77,70,70,69,67,62,64,68.799
file1152.TextGrid,2,0.240,64,70,69,69,67,66,58,52,50,35,61.434
file1153.TextGrid,1,0.260,27,40,51,59,81,79,74,70,69,70,63.861
file1153.TextGrid,2,0.450,70,67,74,77,75,61,53,46,40,34,59.478
file1154.TextGrid,1,0.490,24,51,59,78,83,84,85,79,74,77,71.941
file1154.TextGrid,2,0.260,77,78,76,74,69,67,58,52,41,30,63.206
file1155.TextGrid,1,0.230,28,58,78,74,68,66,64,53,48,53,60.861
file1155.TextGrid,2,0.480,53,73,77,75,76,67,64,63,48,45,65.232
file1156.TextGrid,1,0.150,28,33,48,54,56,57,69,77,77,73,58.086
file1156.TextGrid,2,0.530,73,60,77,75,76,68,62,44,40,40,62.118
file116.TextGrid,1,0.310,21,60,63,64,65,65,69,74,78,63,65.087
file116.TextGrid,2,0.290,63,49,46,61,77,78,77,74,58,43,63.204
file117.TextGrid,1,0.600,38,53,56,56,82,84,83,83,79,66,69.907
file117.TextGrid,2,0.230,66,74,77,78,77,74,67,59,57,52,69.174
file118.TextGrid,1,0.400,32,73,82,82,66,58,51,43,38,21,58.933
file118.TextGrid,2,0.340,21,66,78,76,71,62,58,56,53,34,61.353
file119.TextGrid,1,0.240,12,45,57,58,54,61,74,73,65,58,58.049
file119.TextGrid,2,0.240,58,56,65,66,67,67,66,67,64,61,64.161
file12.TextGrid,1,0.200,44,66,74,75,73,72,66,56,56,49,64.942
file12.TextGrid,2,0.490,49,70,74,74,70,68,65,56,44,33,62.947
file120.TextGrid,1,0.170,32,35,52,61,66,66,66,71,69,65,59.449
file120.TextGrid,2,0.620,65,71,80,80,75,63,60,46,37,26,61.905
file121.TextGrid,1,0.100,33,40,56,68,73,74,74,74,72,68,64.544
file121.TextGrid,2,0.500,68,60,77,76,74,77,58,56,57,48,65.250
file122.TextGrid,1,0.370,31,73,79,78,73,72,72,72,72,66,71.753
file122.TextGrid,2,0.730,66,62,79,82,81,75,43,54,52,47,66.067
file123.TextGrid,1,0.640,--undefined--,48,59,59,76,79,77,73,69,75,64.569
file123.TextGrid,2,0.270,75,75,74,73,72,71,67,65,65,65,70.333
file124.TextGrid,1,0.200,20,54,62,66,81,82,81,80,79,75,70.098
file124.TextGrid,2,0.410,75,74,71,70,62,52,50,45,46,38,58.544
file125.TextGrid,1,0.130,12,23,50,58,61,73,77,77,75,68,59.382
file125.TextGrid,2,0.780,68,57,76,75,74,70,72,53,46,28,62.596
file126.TextGrid,1,0.280,27,53,61,63,65,73,79,78,66,55,64.604
file126.TextGrid,2,0.640,55,58,49,64,73,63,52,53,52,19,55.451
file127.TextGrid,1,0.270,22,49,58,60,56,66,69,67,62,57,58.950
file127.TextGrid,2,0.460,57,63,64,60,56,65,67,61,50,34,58.908
file128.TextGrid,1,0.210,60,65,64,65,81,84,84,83,82,80,75.703
file128.TextGrid,2,0.480,80,80,80,79,69,67,62,51,41,40,65.578
file129.TextGrid,1,0.160,25,52,59,73,78,81,81,79,77,70,70.216
file129.TextGrid,2,0.320,70,52,53,56,70,73,73,66,32,27,58.273
file13.TextGrid,1,0.290,18,38,55,64,65,69,72,79,82,74,63.362
file13.TextGrid,2,0.410,74,43,49,78,77,67,62,57,46,22,58.326
file130.TextGrid,1,0.260,22,62,71,72,77,79,76,75,75,76,70.961
file130.TextGrid,2,0.430,76,75,78,78,73,63,57,48,45,37,63.763
file131.TextGrid,1,0.220,23,51,70,71,72,73,71,66,63,66,64.489
file131.TextGrid,2,0.380,66,74,73,75,77,76,70,65,63,53,70.382
file132.TextGrid,1,0.610,6,56,59,62,83,75,74,75,73,72,67.465
file132.TextGrid,2,0.260,72,76,78,78,77,75,72,65,50,41,69.754
file133.TextGrid,1,0.370,25,57,58,72,74,67,66,71,75,69,65.552
file133.TextGrid,2,0.260,69,69,70,69,64,59,50,38,31,26,55.415
file134.TextGrid,1,0.340,36,51,53,80,82,82,81,81,77,67,71.527
file134.TextGrid,2,0.570,67,77,80,81,77,74,73,63,53,40,69.553
file135.TextGrid,1,0.270,18,56,63,66,67,68,72,79,79,67,66.606
file135.TextGrid,2,0.300,67,55,55,73,74,73,69,67,59,47,64.239
file136.TextGrid,1,0.290,5,50,71,74,79,76,77,77,76,71,69.011
file136.TextGrid,2,0.390,71,72,70,61,53,52,46,42,37,30,54.037
file137.TextGrid,1,0.100,58,68,74,79,82,82,81,79,78,77,76.853
file137.TextGrid,2,0.370,77,72,67,78,80,79,74,74,60,35,71.114
file138.TextGrid,1,0.270,52,66,71,74,78,81,80,70,63,56,70.747
file138.TextGrid,2,0.420,56,60,76,76,75,67,59,54,46,27,61.925
file139.TextGrid,1,0.310,28,62,70,71,81,79,78,75,72,71,71.293
file139.TextGrid,2,0.460,71,69,73,72,71,62,48,41,40,30,58.510
file14.TextGrid,1,0.250,40,44,49,55,57,58,53,82,85,78,60.674
file14.TextGrid,2,0.580,78,69,60,77,78,73,67,51,44,24,63.244
file140.TextGrid,1,0.290,38,52,58,56,65,78,79,79,78,75,66.889
file140.TextGrid,2,0.400,75,73,79,81,78,63,55,51,47,42,64.940
file141.TextGrid,1,0.330,32,51,60,60,82,78,68,65,66,65,64.253
file141.TextGrid,2,0.300,65,76,78,78,78,71,65,59,53,45,68.276
file142.TextGrid,1,0.270,77,82,75,69,67,67,66,64,52,49,66.366
file142.TextGrid,2,0.280,49,67,71,72,76,78,78,74,62,44,69.871
file143.TextGrid,1,0.160,27,41,59,64,67,70,78,80,78,73,65.241
file143.TextGrid,2,0.440,73,58,65,75,74,67,52,46,41,36,58.849
file144.TextGrid,1,0.350,12,51,56,57,58,78,83,82,72,68,64.724
file144.TextGrid,2,0.400,68,66,60,57,62,72,66,56,46,23,59.142
file145.TextGrid,1,0.250,9,44,64,66,67,69,75,77,77,74,64.953
file145.TextGrid,2,0.200,74,73,72,76,78,77,72,67,54,38,69.650
file146.TextGrid,1,0.160,27,37,50,55,60,57,68,76,75,67,58.112
file146.TextGrid,2,0.350,67,53,74,77,78,71,61,54,48,47,63.195
file147.TextGrid,1,0.310,28,65,65,69,69,72,72,71,75,75,68.495
file147.TextGrid,2,0.330,75,61,63,61,59,70,71,70,62,35,63.767
file148.TextGrid,1,0.350,5,25,40,49,53,55,57,72,78,67,51.907
file148.TextGrid,2,0.530,67,63,76,71,43,53,57,55,52,45,58.871
file149.TextGrid,1,0.230,27,46,57,61,63,67,72,76,80,72,63.983
file149.TextGrid,2,0.290,72,47,47,47,66,78,77,76,69,51,62.874
file15.TextGrid,1,0.470,3,56,68,66,73,82,81,83,81,72,71.209
file15.TextGrid,2,0.650,72,65,72,77,73,64,61,60,45,12,62.211
file150.TextGrid,1,0.180,74,79,81,78,68,61,58,54,53,52,65.957
file150.TextGrid,2,0.580,52,55,55,62,72,68,55,61,53,29,58.793
file151.TextGrid,1,0.390,40,67,72,71,82,82,80,78,73,72,74.005
file151.TextGrid,2,0.340,72,71,72,75,72,70,71,71,68,54,70.463
file152.TextGrid,1,0.420,60,78,81,83,77,69,61,59,61,64,70.452
file152.TextGrid,2,0.330,64,80,79,78,77,75,62,57,52,39,68.506
file153.TextGrid,1,0.060,79,81,82,82,81,79,78,75,72,67,78.045
file153.TextGrid,2,0.540,67,49,50,79,78,79,71,65,50,35,63.850
file154.TextGrid,1,0.200,3,12,40,50,54,56,56,73,79,77,51.253
file154.TextGrid,2,0.250,77,70,69,74,78,78,74,74,74,75,73.937
file155.TextGrid,1,0.210,46,70,74,72,75,79,80,78,74,80,74.274
file155.TextGrid,2,0.420,80,80,80,68,63,53,47,41,38,31,58.753
file156.TextGrid,1,0.360,23,56,64,73,85,87,73,66,66,75,69.188
file156.TextGrid,2,0.460,75,77,83,79,67,59,58,55,47,41,64.962
file157.TextGrid,1,0.100,33,51,66,75,78,79,80,79,79,78,71.532
file157.TextGrid,2,0.330,78,76,79,79,79,79,78,77,76,71,77.566
file158.TextGrid,1,0.200,18,42,55,60,61,59,66,77,77,72,60.138
file158.TextGrid,2,0.160,72,72,74,74,75,75,76,76,75,76,74.460
file159.TextGrid,1,0.160,19,45,66,66,70,71,72,76,76,73,65.156
file159.TextGrid,2,0.280,73,63,64,62,71,75,75,76,74,62,69.491
file16.TextGrid,1,0.080,24,29,40,49,57,67,73,75,76,75,57.395
file16.TextGrid,2,0.440,75,72,74,73,71,66,52,40,35,24,59.115
file160.TextGrid,1,0.400,58,71,75,77,81,81,80,76,74,64,75.383
file160.TextGrid,2,0.320,64,59,58,68,69,69,64,48,43,32,58.318
file161.TextGrid,1,0.430,36,62,62,80,82,80,82,82,76,74,74.632
file161.TextGrid,2,0.520,74,80,77,63,60,61,58,56,51,16,61.248
file162.TextGrid,1,0.240,35,68,77,78,79,78,78,79,78,78,74.702
file162.TextGrid,2,0.500,78,77,79,78,74,63,55,55,48,39,65.172
file163.TextGrid,1,0.270,34,73,79,80,79,73,72,76,70,68,73.111
file163.TextGrid,2,0.400,68,63,77,76,72,67,59,56,55,44,64.697
file164.TextGrid,1,0.100,59,62,67,70,70,66,65,73,77,79,68.823
file164.TextGrid,2,0.510,79,77,62,68,80,76,64,62,54,29,66.389
file165.TextGrid,1,0.180,29,53,65,65,64,73,77,76,76,72,66.952
file165.TextGrid,2,0.340,72,76,76,76,77,71,67,62,60,49,69.578
file166.TextGrid,1,0.270,26,42,76,81,80,70,75,75,71,63,68.548
file166.TextGrid,2,0.570,63,78,80,75,67,65,55,41,35,29,60.522
file167.TextGrid,1,0.310,38,74,81,85,87,84,80,75,79,79,78.728
file167.TextGrid,2,0.280,79,81,82,79,69,60,59,57,49,48,66.704
file168.TextGrid,1,0.530,3,35,55,52,72,78,62,60,79,70,59.381
file168.TextGrid,2,0.210,70,73,73,73,72,71,70,67,60,48,68.617
file169.TextGrid,1,0.120,32,49,61,67,69,72,76,77,76,72,66.796
file169.TextGrid,2,0.570,72,58,74,78,76,74,56,51,43,37,62.418
file17.TextGrid,1,0.200,47,71,76,78,81,81,81,80,80,75,77.153
file17.TextGrid,2,0.510,75,68,62,78,73,69,58,51,43,34,61.357
file170.TextGrid,1,0.580,50,67,64,83,83,80,77,80,79,64,75.414
file170.TextGrid,2,0.060,64,62,59,57,55,54,53,52,50,46,55.057
file171.TextGrid,1,0.270,34,62,82,85,76,69,66,63,61,59,67.685
file171.TextGrid,2,0.490,59,66,57,72,71,68,58,49,43,31,60.165
file172.TextGrid,1,0.170,41,63,70,70,71,74,75,77,79,75,71.017
file172.TextGrid,2,0.260,75,75,75,76,76,76,76,70,65,62,73.041
file173.TextGrid,1,0.130,12,36,58,59,58,73,80,79,77,73,62.243
file173.TextGrid,2,0.200,73,69,72,76,78,77,77,77,76,70,74.686
file174.TextGrid,1,0.140,35,60,69,71,75,79,80,80,79,75,72.211
file174.TextGrid,2,0.520,75,71,76,79,78,72,64,60,46,39,66.702
file175.TextGrid,1,0.370,26,67,68,78,81,85,84,71,64,64,71.816
file175.TextGrid,2,0.310,64,63,69,74,74,66,63,61,59,57,65.716
file176.TextGrid,1,0.170,38,61,69,71,75,78,78,78,77,77,71.768
file176.TextGrid,2,0.160,77,77,77,74,70,67,62,58,56,54,67.277
file177.TextGrid,1,0.170,1,34,55,58,62,69,77,83,83,81,63.233
file177.TextGrid,2,0.240,81,71,78,81,79,72,66,58,50,43,68.717
file178.TextGrid,1,0.180,35,40,62,73,75,73,69,70,70,69,65.108
file178.TextGrid,2,0.270,69,73,71,67,66,67,66,64,52,45,64.799
file179.TextGrid,1,0.160,29,44,57,66,76,76,71,71,71,70,64.535
file179.TextGrid,2,0.510,70,72,74,74,75,79,73,69,59,50,70.689
file18.TextGrid,1,0.290,25,54,62,69,69,84,83,82,82,78,71.203
file18.TextGrid,2,0.540,78,74,84,78,69,58,52,47,40,34,62.421
file180.TextGrid,1,0.490,39,67,70,77,81,74,66,63,70,75,70.285
file180.TextGrid,2,0.210,75,77,77,75,74,74,72,67,44,49,69.309
file181.TextGrid,1,0.340,5,61,51,67,78,79,73,71,69,69,65.221
file181.TextGrid,2,0.430,69,72,67,55,62,64,64,58,47,30,60.258
file182.TextGrid,1,0.430,50,57,56,57,83,84,79,78,77,73,70.711
file182.TextGrid,2,0.460,73,78,77,77,71,71,68,57,37,11,64.242
file183.TextGrid,1,0.320,15,62,72,80,81,71,63,60,59,62,65.932
file183.TextGrid,2,0.360,62,62,68,74,75,71,48,38,40,27,57.974
file184.TextGrid,1,0.200,32,53,68,66,66,69,83,83,83,79,69.553
file184.TextGrid,2,0.330,79,82,82,77,69,61,58,49,41,35,63.829
file185.TextGrid,1,0.350,6,37,55,78,71,61,73,76,74,65,62.173
file185.TextGrid,2,0.230,65,59,56,55,50,47,45,45,43,36,50.219
file186.TextGrid,1,0.330,-26,44,59,64,67,65,76,80,74,64,62.395
file186.TextGrid,2,0.420,64,62,79,80,77,72,63,56,48,43,65.370
file187.TextGrid,1,0.360,36,65,74,79,79,80,77,73,68,51,70.978
file187.TextGrid,2,0.580,51,72,82,82,80,79,66,67,50,22,68.849
file188.TextGrid,1,0.220,37,62,69,71,78,79,74,70,64,63,68.792
file188.TextGrid,2,0.620,63,81,79,78,73,66,56,42,32,29,61.808
file189.TextGrid,1,0.290,35,59,68,76,79,75,64,63,61,60,66.074
file189.TextGrid,2,0.400,60,70,77,77,73,64,47,43,48,42,61.123
file19.TextGrid,1,0.120,59,69,73,75,75,73,68,64,63,62,69.016
file19.TextGrid,2,0.490,62,60,60,75,68,72,72,73,72,70,68.505
file190.TextGrid,1,0.460,37,66,71,77,81,70,24,7,-1,5,46.929
file190.TextGrid,2,0.240,5,55,61,75,77,75,71,65,57,40,62.708
file191.TextGrid,1,0.400,10,49,54,57,56,71,78,61,52,60,57.117
file191.TextGrid,2,0.630,60,70,74,77,76,70,57,54,52,18,63.780
file192.TextGrid,1,0.290,18,53,63,65,66,78,78,76,75,71,66.856
file192.TextGrid,2,0.400,71,64,75,75,70,60,53,50,43,34,60.260
file193.TextGrid,1,0.280,10,42,54,60,61,63,68,74,72,69,59.170
file193.TextGrid,2,0.280,69,58,58,57,66,73,71,67,56,57,62.685
file194.TextGrid,1,0.230,81,84,84,82,80,81,81,81,75,72,80.532
file194.TextGrid,2,0.430,72,71,75,72,69,67,65,61,51,42,65.512
file195.TextGrid,1,0.370,65,80,82,82,81,77,74,71,75,77,76.517
file195.TextGrid,2,0.430,77,77,76,75,66,63,58,44,40,14,60.328
file196.TextGrid,1,0.200,26,62,74,77,78,80,80,79,80,77,73.735
file196.TextGrid,2,0.250,77,76,77,78,79,77,70,65,64,67,73.109
file197.TextGrid,1,0.190,44,71,77,75,70,77,83,85,83,73,75.980
file197.TextGrid,2,0.450,73,67,82,83,77,71,62,58,51,47,67.470
file198.TextGrid,1,0.090,70,70,70,72,72,73,75,74,70,65,71.512
file198.TextGrid,2,0.420,65,70,68,67,72,72,61,53,42,36,61.862
file199.TextGrid,1,0.320,41,70,74,83,82,78,73,74,74,72,74.196
file199.TextGrid,2,0.220,72,71,72,64,58,54,50,51,48,41,58.480
file2.TextGrid,1,0.330,31,64,68,70,70,73,74,73,72,69,68.658
file2.TextGrid,2,0.210,69,68,68,69,74,71,67,66,63,56,67.568
file20.TextGrid,1,0.280,30,68,75,86,81,65,61,61,57,62,66.879
file20.TextGrid,2,0.360,62,84,85,84,72,64,60,59,54,49,68.879
file200.TextGrid,1,0.070,68,68,69,69,68,66,63,59,55,58,64.556
file200.TextGrid,2,0.240,58,74,75,77,80,79,78,78,78,70,76.187
file201.TextGrid,1,0.230,72,78,81,80,73,72,72,71,63,41,72.029
file201.TextGrid,2,0.500,41,48,70,77,73,57,49,44,40,17,52.280
file202.TextGrid,1,0.310,20,56,56,56,63,73,80,80,71,65,64.769
file202.TextGrid,2,0.400,65,60,59,59,60,67,80,71,57,26,62.148
file203.TextGrid,1,0.180,32,53,65,68,72,76,79,79,78,73,69.199
file203.TextGrid,2,0.560,73,78,79,77,76,68,62,47,39,32,63.768
file204.TextGrid,1,0.290,71,71,76,78,76,72,74,76,80,80,75.310
file204.TextGrid,2,0.330,80,81,79,73,63,57,53,48,40,34,61.306
file205.TextGrid,1,0.130,60,73,79,82,83,82,81,79,76,70,78.113
file205.TextGrid,2,0.220,70,59,59,72,76,77,75,71,64,42,67.704
file206.TextGrid,1,0.210,13,53,72,73,70,68,63,60,65,61,62.511
file206.TextGrid,2,0.290,61,69,74,74,73,73,74,76,70,61,71.273
file207.TextGrid,1,0.150,-1,23,55,69,75,76,76,76,76,72,62.372
file207.TextGrid,2,0.310,72,71,80,82,74,68,62,58,51,43,66.791
file208.TextGrid,1,0.340,33,78,81,80,76,76,75,72,69,72,74.128
file208.TextGrid,2,0.280,72,74,73,69,68,65,60,52,47,47,63.024
file209.TextGrid,1,0.270,-12,44,57,60,66,70,74,85,84,78,64.806
file209.TextGrid,2,0.540,78,65,61,83,82,73,71,58,59,54,69.123
file21.TextGrid,1,0.110,40,62,76,82,82,82,80,76,72,70,74.164
file21.TextGrid,2,0.500,70,62,55,78,79,68,63,61,55,52,64.173
file210.TextGrid,1,0.370,45,53,54,58,55,56,82,84,73,69,64.103
file210.TextGrid,2,0.230,69,80,81,80,77,73,67,61,55,50,70.248
file211.TextGrid,1,0.230,40,67,79,80,83,85,85,84,84,85,78.919
file211.TextGrid,2,0.580,85,81,77,64,60,46,41,40,46,37,57.341
file212.TextGrid,1,0.280,25,48,80,80,78,76,66,63,57,63,65.924
file212.TextGrid,2,0.510,63,61,55,69,70,68,59,51,42,26,58.148
file213.TextGrid,1,0.280,27,67,73,77,77,66,62,67,58,68,65.686
file213.TextGrid,2,0.460,68,78,79,76,71,67,68,57,56,54,68.341
file214.TextGrid,1,0.160,16,32,55,60,73,80,79,77,77,76,64.547
file214.TextGrid,2,0.430,76,75,73,74,63,56,50,44,42,31,58.891
file215.TextGrid,1,0.440,40,72,75,82,82,60,24,0.6,-15,-189,28.609
file215.TextGrid,2,0.410,-189,56,70,74,69,62,64,60,52,17,57.045
file216.TextGrid,1,0.150,29,41,55,58,64,62,72,78,76,73,62.024
file216.TextGrid,2,0.490,73,70,71,78,77,64,49,44,43,33,61.276
file217.TextGrid,1,0.390,20,50,61,62,56,80,81,80,71,62,65.714
file217.TextGrid,2,0.170,62,60,63,57,57,72,75,74,72,72,66.371
file218.TextGrid,1,0.330,2,56,64,67,67,76,80,79,60,56,64.685
file218.TextGrid,2,0.360,56,56,60,60,60,73,77,74,64,48,63.832
file219.TextGrid,1,0.230,31,51,64,71,69,68,80,76,74,75,67.485
file219.TextGrid,2,0.370,75,79,74,78,73,60,51,45,42,33,62.084
file22.TextGrid,1,0.220,32,61,77,80,83,82,82,74,65,62,72.153
file22.TextGrid,2,0.280,62,67,70,65,65,64,61,58,50,45,61.738
file220.TextGrid,1,0.570,23,75,73,73,73,74,69,61,48,39,65.019
file220.TextGrid,2,0.090,39,37,36,37,39,39,38,37,35,30,37.029
file221.TextGrid,1,0.140,14,36,61,66,59,72,79,80,79,78,64.020
file221.TextGrid,2,0.640,78,80,75,71,72,66,54,48,41,26,63.135
file222.TextGrid,1,0.330,-88,58,65,72,81,81,83,83,81,68,71.267
file222.TextGrid,2,0.290,68,64,58,53,72,73,74,69,60,53,64.926
file223.TextGrid,1,0.220,27,57,63,64,62,61,61,61,61,58,59.664
file223.TextGrid,2,0.820,58,54,61,79,79,78,72,54,51,41,64.464
file224.TextGrid,1,0.270,54,57,57,55,55,68,81,82,82,68,66.624
file224.TextGrid,2,0.320,68,57,75,81,80,79,76,65,55,38,67.913
file225.TextGrid,1,0.170,58,65,78,83,83,82,80,77,74,75,76.637
file225.TextGrid,2,0.600,75,77,77,71,70,55,52,44,35,--undefined--,59.472
file226.TextGrid,1,0.390,16,56,66,70,67,75,80,81,78,68,69.464
file226.TextGrid,2,0.520,68,81,80,78,64,57,57,56,56,52,65.447
file227.TextGrid,1,0.370,23,46,56,58,62,69,79,77,58,56,60.733
file227.TextGrid,2,0.650,56,50,48,58,73,70,48,47,45,--undefined--,53.580
file228.TextGrid,1,0.210,41,58,66,69,70,75,81,81,75,71,69.945
file228.TextGrid,2,0.500,71,82,81,69,59,59,55,43,37,26,59.070
file229.TextGrid,1,0.280,32,56,71,69,57,56,57,56,46,52,57.780
file229.TextGrid,2,0.560,52,68,77,77,74,69,62,52,46,23,63.287
file23.TextGrid,1,0.320,27,66,67,80,73,66,62,55,54,59,63.764
file23.TextGrid,2,0.560,59,60,68,71,70,63,53,45,32,18,55.397
file230.TextGrid,1,0.510,30,62,61,61,80,78,77,74,75,69,68.786
file230.TextGrid,2,0.210,69,63,57,55,50,40,44,47,41,38,49.849
file231.TextGrid,1,0.190,57,68,82,83,84,84,83,75,70,68,76.953
file231.TextGrid,2,0.510,68,84,83,80,77,73,71,59,50,18,68.050
file232.TextGrid,1,0.200,21,29,48,56,61,63,63,76,81,79,58.714
file232.TextGrid,2,0.460,79,78,81,79,79,78,78,61,58,60,73.618
file233.TextGrid,1,0.410,12,38,63,66,64,83,81,78,76,73,65.727
file233.TextGrid,2,0.630,73,61,83,82,79,75,64,53,48,29,65.898
file234.TextGrid,1,0.220,28,41,74,79,80,80,78,77,78,78,71.240
file234.TextGrid,2,0.170,78,78,77,76,75,74,72,69,63,57,72.598
file235.TextGrid,1,0.160,46,65,68,66,66,76,82,81,82,79,72.352
file235.TextGrid,2,0.480,79,75,77,74,72,68,59,52,40,32,63.584
file236.TextGrid,1,0.220,23,38,51,57,72,83,80,76,77,76,64.776
file236.TextGrid,2,0.450,76,76,77,77,74,67,52,51,44,36,63.836
file237.TextGrid,1,0.200,29,45,64,72,76,79,80,79,79,77,69.561
file237.TextGrid,2,0.420,77,77,78,75,71,62,56,46,39,34,62.078
file238.TextGrid,1,0.350,--undefined--,52,60,63,64,64,67,78,79,69,64.707
file238.TextGrid,2,0.440,69,61,78,82,80,69,65,65,54,42,67.213
file239.TextGrid,1,0.190,46,62,74,79,81,82,84,84,82,79,76.793
file239.TextGrid,2,0.440,79,76,78,77,66,58,56,52,42,30,61.909
file24.TextGrid,1,0.210,30,51,63,66,79,79,79,78,78,72,69.266
file24.TextGrid,2,0.590,72,63,78,83,74,66,57,44,42,36,61.002
file240.TextGrid,1,0.210,21,47,64,68,69,71,79,80,81,72,67.336
file240.TextGrid,2,0.450,72,70,74,71,71,58,60,59,46,36,63.149
file241.TextGrid,1,0.460,18,83,85,80,83,83,81,73,67,63,76.872
file241.TextGrid,2,0.250,63,64,66,66,68,68,64,55,37,30,59.446
file242.TextGrid,1,0.360,--undefined--,52,60,53,53,51,72,81,81,72,62.300
file242.TextGrid,2,0.460,72,68,63,60,70,73,65,52,38,10,59.605
file243.TextGrid,1,0.450,37,58,64,63,73,80,80,80,79,66,70.306
file243.TextGrid,2,0.360,66,61,67,74,72,71,67,60,53,42,64.127
file244.TextGrid,1,0.280,57,65,68,67,66,70,83,84,83,76,72.984
file244.TextGrid,2,0.590,76,63,81,82,79,74,63,51,44,15,64.984
file245.TextGrid,1,0.200,24,53,68,83,85,84,84,83,82,78,74.958
file245.TextGrid,2,0.220,78,70,70,71,67,84,85,83,83,81,76.993
file246.TextGrid,1,0.270,12,34,51,57,68,77,67,64,66,64,57.698
file246.TextGrid,2,0.370,64,75,77,80,74,61,59,53,49,43,64.675
file247.TextGrid,1,0.180,55,65,74,75,77,77,75,73,64,65,71.102
file247.TextGrid,2,0.390,65,67,66,65,66,70,65,64,42,24,60.600
file248.TextGrid,1,0.430,14,71,71,63,77,65,49,40,33,29,55.511
file248.TextGrid,2,0.310,29,54,75,77,75,74,74,72,62,56,67.288
file249.TextGrid,1,0.240,27,44,51,58,60,68,82,79,72,64,62.460
file249.TextGrid,2,0.370,64,64,77,73,70,69,59,52,47,42,62.924
file25.TextGrid,1,0.150,33,65,81,84,85,84,85,84,82,76,78.642
file25.TextGrid,2,0.350,76,77,82,80,81,78,72,59,53,33,70.914
file250.TextGrid,1,0.330,22,69,83,85,83,81,78,74,70,69,75.169
file250.TextGrid,2,0.320,69,75,77,75,73,73,66,57,53,51,67.765
file251.TextGrid,1,0.270,11,41,58,63,62,63,65,82,82,72,62.045
file251.TextGrid,2,0.360,72,60,56,56,71,78,77,75,53,34,64.030
file252.TextGrid,1,0.050,70,71,71,72,72,72,73,73,73,74,72.166
file252.TextGrid,2,0.710,74,77,76,72,73,72,70,70,66,32,70.767
file253.TextGrid,1,0.130,69,71,73,75,77,78,71,65,65,63,71.335
file253.TextGrid,2,0.560,63,58,60,81,80,70,58,52,46,39,63.134
file254.TextGrid,1,0.490,37,50,51,82,82,74,66,63,61,65,65.121
file254.TextGrid,2,0.500,65,78,79,78,74,69,61,53,46,22,64.893
file255.TextGrid,1,0.360,-2,67,74,74,70,70,70,70,70,65,67.491
file255.TextGrid,2,0.570,65,55,75,82,82,82,78,74,57,39,70.564
file256.TextGrid,1,0.250,14,39,57,62,60,71,79,79,76,65,62.275
file256.TextGrid,2,0.440,65,58,76,78,70,63,53,51,49,38,60.919
file257.TextGrid,1,0.180,37,59,65,63,64,67,70,72,70,66,64.864
file257.TextGrid,2,0.340,66,67,81,80,79,79,78,79,79,68,76.637
file258.TextGrid,1,0.380,39,69,66,67,68,75,72,59,57,65,65.352
file258.TextGrid,2,0.270,65,76,74,77,77,76,74,62,59,55,70.510
file259.TextGrid,1,0.130,37,55,66,75,78,76,76,76,75,70,70.186
file259.TextGrid,2,0.560,70,61,73,74,77,65,58,51,45,37,62.079
file26.TextGrid,1,0.300,39,65,74,69,75,75,75,77,76,71,71.654
file26.TextGrid,2,0.690,71,52,53,74,77,75,71,67,63,35,65.899
file260.TextGrid,1,0.250,24,49,78,75,68,71,70,64,63,65,64.470
file260.TextGrid,2,0.460,65,78,78,75,71,68,55,46,38,33,61.861
file261.TextGrid,1,0.570,-18,65,70,72,83,80,73,77,71,60,71.100
file261.TextGrid,2,0.090,60,58,58,56,51,49,49,47,42,37,50.805
file262.TextGrid,1,0.460,3,60,66,66,84,84,77,80,79,81,72.818
file262.TextGrid,2,0.440,81,81,81,79,65,58,54,49,48,50,64.402
file263.TextGrid,1,0.210,26,44,60,59,52,43,31,40,55,64,47.041
file263.TextGrid,2,0.670,64,78,75,76,75,68,56,50,35,26,62.930
file264.TextGrid,1,0.330,75,82,82,78,77,77,78,77,72,72,77.409
file264.TextGrid,2,0.400,72,75,76,74,66,68,66,62,56,38,66.672
file265.TextGrid,1,0.270,33,64,79,80,81,77,68,70,66,59,70.458
file265.TextGrid,2,0.540,59,56,77,76,70,57,46,41,34,29,56.234
file266.TextGrid,1,0.270,16,59,64,63,62,73,81,81,71,62,66.297
file266.TextGrid,2,0.570,62,63,60,54,76,76,70,68,57,39,64.738
file267.TextGrid,1,0.370,54,64,61,80,83,84,84,84,84,83,76.869
file267.TextGrid,2,0.330,83,80,80,77,75,74,59,53,44,36,66.431
file268.TextGrid,1,0.380,79,80,80,80,81,79,78,77,76,75,78.605
file268.TextGrid,2,0.360,75,73,73,74,68,60,48,49,42,18,59.480
file269.TextGrid,1,0.210,13,45,59,72,76,75,73,73,73,72,65.743
file269.TextGrid,2,0.600,72,61,62,68,83,81,75,70,52,31,66.666
file27.TextGrid,1,0.360,28,66,74,81,76,69,61,54,55,54,64.183
file27.TextGrid,2,0.380,54,69,73,72,65,57,49,44,33,27,56.502
