fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file270.TextGrid,1,0.070,33,43,51,55,64,72,77,79,80,80,64.116
file270.TextGrid,2,0.560,80,70,72,78,73,69,55,50,50,38,63.645
file271.TextGrid,1,0.200,26,31,54,62,63,66,71,79,80,75,62.120
file271.TextGrid,2,0.470,75,69,79,77,78,72,66,56,46,40,66.777
file272.TextGrid,1,0.310,24,65,65,75,76,77,80,84,81,76,72.877
file272.TextGrid,2,0.400,76,71,66,61,78,80,81,76,65,55,71.357
file273.TextGrid,1,0.230,20,58,66,66,67,73,78,79,78,67,68.112
file273.TextGrid,2,0.320,67,68,71,67,66,66,62,51,40,32,59.849
file274.TextGrid,1,0.340,37,64,76,77,74,73,72,73,74,75,71.211
file274.TextGrid,2,0.390,75,79,79,77,77,76,74,69,57,48,72.529
file275.TextGrid,1,0.260,23,62,73,74,73,70,62,58,57,66,63.778
file275.TextGrid,2,0.330,66,68,67,70,72,69,61,49,38,34,60.347
file276.TextGrid,1,0.090,45,53,56,65,73,77,78,78,76,72,68.476
file276.TextGrid,2,0.390,72,57,73,78,79,65,57,53,47,42,62.358
file277.TextGrid,1,0.190,46,66,76,80,81,82,72,67,65,63,71.498
file277.TextGrid,2,0.250,63,60,54,55,69,83,83,84,84,80,71.352
file278.TextGrid,1,0.150,31,48,67,73,75,76,76,74,72,72,68.154
file278.TextGrid,2,0.190,72,72,72,72,71,70,64,56,47,33,64.038
file279.TextGrid,1,0.200,76,79,79,78,68,65,65,63,60,60,69.616
file279.TextGrid,2,0.460,60,56,53,68,78,77,75,72,51,34,63.298
file28.TextGrid,1,0.220,3,30,47,51,53,55,62,77,76,62,53.900
file28.TextGrid,2,0.380,62,57,65,65,63,63,62,59,49,35,59.370
file280.TextGrid,1,0.130,22,50,69,78,80,81,83,83,80,73,72.639
file280.TextGrid,2,0.400,73,63,56,68,76,76,72,57,50,38,63.046
file281.TextGrid,1,0.360,43,46,59,58,65,63,84,85,77,73,66.591
file281.TextGrid,2,0.360,73,84,84,78,68,60,54,48,36,26,62.788
file282.TextGrid,1,0.230,20,57,57,76,79,80,80,79,74,66,69.780
file282.TextGrid,2,0.440,66,59,57,76,75,69,54,52,51,50,61.186
file283.TextGrid,1,0.370,12,56,62,76,80,81,77,58,26,61,62.462
file283.TextGrid,2,0.460,61,75,83,67,65,64,72,69,62,59,69.116
file284.TextGrid,1,0.050,62,69,73,76,77,77,77,76,75,73,74.085
file284.TextGrid,2,0.330,73,67,67,58,75,76,75,75,74,70,70.610
file285.TextGrid,1,0.250,25,39,52,57,76,71,62,55,66,67,57.923
file285.TextGrid,2,0.330,67,72,78,77,67,58,55,50,51,48,63.362
file286.TextGrid,1,0.250,66,73,73,71,74,78,80,79,77,75,75.127
file286.TextGrid,2,0.630,75,76,77,71,66,57,50,44,29,17,57.308
file287.TextGrid,1,0.140,37,57,66,68,70,76,79,80,78,74,70.151
file287.TextGrid,2,0.380,74,70,65,77,73,71,63,55,47,44,64.082
file288.TextGrid,1,0.310,45,53,60,53,51,71,76,73,75,74,62.999
file288.TextGrid,2,0.430,74,74,77,76,74,57,52,43,44,37,61.371
file289.TextGrid,1,0.170,25,56,68,72,77,80,79,80,80,70,71.581
file289.TextGrid,2,0.560,70,71,68,67,63,56,56,59,48,22,59.469
file29.TextGrid,1,0.200,41,72,81,82,80,69,66,60,65,69,70.440
file29.TextGrid,2,0.640,69,63,83,81,74,59,59,44,46,36,62.736
file290.TextGrid,1,0.250,45,53,53,49,52,52,56,78,80,78,59.985
file290.TextGrid,2,0.330,78,80,73,79,79,75,64,57,52,43,69.004
file291.TextGrid,1,0.150,44,64,69,71,70,68,71,72,71,69,68.240
file291.TextGrid,2,0.640,69,72,76,74,76,71,55,54,45,38,63.352
file292.TextGrid,1,0.360,11,53,61,65,68,69,81,85,83,80,68.573
file292.TextGrid,2,0.610,80,73,79,79,74,57,55,51,44,37,63.725
file293.TextGrid,1,0.260,-6,59,73,75,74,69,70,70,70,70,66.714
file293.TextGrid,2,0.550,70,55,53,80,85,78,59,49,19,-0.4,56.386
file294.TextGrid,1,0.140,30,42,60,69,77,80,81,78,78,76,68.530
file294.TextGrid,2,0.350,76,78,78,75,73,63,57,42,40,37,62.154
file295.TextGrid,1,0.240,24,61,73,71,65,71,72,69,56,58,64.315
file295.TextGrid,2,0.380,58,76,75,73,74,67,63,59,54,50,66.888
file296.TextGrid,1,0.130,48,50,55,60,63,66,68,68,68,65,61.609
file296.TextGrid,2,0.500,65,52,50,73,73,65,56,52,48,38,57.611
file297.TextGrid,1,0.120,63,65,63,64,66,66,76,80,79,76,69.745
file297.TextGrid,2,0.490,76,73,79,80,75,65,58,52,45,36,64.670
file298.TextGrid,1,0.340,39,55,59,68,78,78,80,81,76,62,70.258
file298.TextGrid,2,0.320,62,50,53,53,55,71,75,75,67,37,61.237
file299.TextGrid,1,0.130,69,70,68,69,72,76,78,79,77,70,73.142
file299.TextGrid,2,0.590,70,71,69,69,73,63,53,47,38,32,59.169
file3.TextGrid,1,0.180,34,58,69,70,71,68,59,51,55,59,60.991
file3.TextGrid,2,0.490,59,66,62,77,77,67,57,55,55,43,64.043
file30.TextGrid,1,0.140,5,18,35,45,51,55,60,76,78,71,50.654
file30.TextGrid,2,0.540,71,62,74,69,67,57,48,43,41,33,56.785
file300.TextGrid,1,0.210,9,21,36,43,48,54,56,55,72,77,47.670
file300.TextGrid,2,0.460,77,74,78,74,72,73,67,55,49,32,66.751
file301.TextGrid,1,0.290,9,53,62,65,71,73,74,74,72,59,64.699
file301.TextGrid,2,0.650,59,57,55,74,73,72,66,59,45,13,59.965
file302.TextGrid,1,0.710,54,56,56,65,82,78,78,76,72,51,68.690
file302.TextGrid,2,0.090,51,47,46,46,46,44,39,37,37,33,42.699
file303.TextGrid,1,0.460,74,63,81,77,73,74,69,71,70,58,71.172
file303.TextGrid,2,0.380,58,57,73,78,79,71,65,57,47,42,63.672
file304.TextGrid,1,0.280,27,61,67,74,78,71,71,72,72,69,68.408
file304.TextGrid,2,0.390,69,70,68,67,58,53,49,50,43,35,56.597
file305.TextGrid,1,0.320,79,81,82,82,83,83,82,78,69,67,79.130
file305.TextGrid,2,0.390,67,75,75,71,67,65,64,60,48,24,63.177
file306.TextGrid,1,0.200,24,64,75,84,84,85,85,84,84,81,77.957
file306.TextGrid,2,0.570,81,81,81,80,65,59,58,50,46,34,64.655
file307.TextGrid,1,0.170,9,20,37,49,51,70,79,79,77,74,55.944
file307.TextGrid,2,0.210,74,76,76,76,76,75,76,77,70,66,74.839
file308.TextGrid,1,0.430,6,63,70,76,81,79,81,81,79,72,72.936
file308.TextGrid,2,0.380,72,66,68,72,77,76,70,61,58,57,68.142
file309.TextGrid,1,0.240,31,54,69,70,76,80,80,80,79,78,71.042
file309.TextGrid,2,0.420,78,69,75,79,70,62,47,47,44,33,61.390
file31.TextGrid,1,0.190,73,72,69,68,66,63,69,70,62,61,67.228
file31.TextGrid,2,0.160,61,66,71,73,72,73,74,74,72,69,71.159
file310.TextGrid,1,0.360,27,31,49,77,81,81,79,78,74,72,66.829
file310.TextGrid,2,0.380,72,74,73,73,73,63,57,48,42,31,61.818
file311.TextGrid,1,0.350,24,61,67,68,81,83,77,66,65,69,68.137
file311.TextGrid,2,0.450,69,68,67,83,82,81,74,71,66,41,72.929
file312.TextGrid,1,0.140,37,57,66,68,70,76,79,80,78,74,70.151
file312.TextGrid,2,0.380,74,70,65,77,73,71,63,55,47,44,64.082
file313.TextGrid,1,0.370,0.2,49,56,57,70,83,82,72,59,43,61.971
file313.TextGrid,2,0.310,43,51,55,64,73,76,76,73,66,42,64.380
file314.TextGrid,1,0.340,38,69,67,78,81,79,77,66,61,59,70.133
file314.TextGrid,2,0.480,59,62,71,76,71,68,61,53,45,35,61.265
file315.TextGrid,1,0.180,24,35,53,61,65,63,69,78,77,75,61.152
file315.TextGrid,2,0.430,75,73,72,73,72,62,46,38,41,33,59.521
file316.TextGrid,1,0.230,8,39,69,74,77,80,81,81,80,74,69.357
file316.TextGrid,2,0.320,74,42,24,48,76,78,79,73,48,6,57.085
file317.TextGrid,1,0.440,36,47,52,55,72,76,75,75,76,63,64.924
file317.TextGrid,2,0.340,63,49,50,49,67,73,72,68,56,29,58.538
file318.TextGrid,1,0.230,28,41,53,59,73,80,80,79,79,80,66.292
file318.TextGrid,2,0.390,80,79,79,72,63,58,53,45,43,36,61.346
file319.TextGrid,1,0.370,7,61,69,73,82,80,65,63,57,49,63.975
file319.TextGrid,2,0.380,49,71,73,75,71,59,58,53,55,24,62.395
file32.TextGrid,1,0.250,20,44,62,68,71,74,77,81,81,81,67.391
file32.TextGrid,2,0.220,81,77,76,77,78,76,69,58,37,37,67.354
file320.TextGrid,1,0.230,35,38,39,38,38,39,44,50,71,80,45.995
file320.TextGrid,2,0.540,80,69,63,64,74,73,62,59,50,36,64.276
file321.TextGrid,1,0.270,43,65,73,74,74,74,72,70,66,56,69.195
file321.TextGrid,2,0.320,56,47,41,50,67,67,62,57,52,40,55.608
file322.TextGrid,1,0.360,10,50,55,56,56,75,80,80,63,56,61.680
file322.TextGrid,2,0.440,56,53,51,42,43,69,79,80,75,24,59.806
file323.TextGrid,1,0.160,13,27,41,49,55,55,64,79,82,78,55.350
file323.TextGrid,2,0.640,78,67,78,79,77,70,58,46,47,39,64.880
file324.TextGrid,1,0.270,75,79,80,80,76,75,75,73,72,70,76.121
file324.TextGrid,2,0.510,70,71,73,73,74,67,60,53,42,20,63.076
file325.TextGrid,1,0.240,27,66,77,79,80,80,78,79,78,72,74.511
file325.TextGrid,2,0.590,72,78,81,75,62,55,50,40,37,27,58.092
file326.TextGrid,1,0.250,67,75,68,64,62,61,60,55,44,61,61.824
file326.TextGrid,2,0.570,61,75,79,77,80,77,68,59,50,13,67.444
file327.TextGrid,1,0.250,53,62,61,58,61,80,83,84,83,83,71.667
file327.TextGrid,2,0.460,83,77,84,83,83,71,65,64,50,30,70.746
file328.TextGrid,1,0.220,49,63,75,77,75,84,72,68,67,73,71.192
file328.TextGrid,2,0.530,73,82,85,79,65,59,54,51,43,41,64.697
file329.TextGrid,1,0.180,68,69,65,64,63,62,60,61,61,56,62.845
file329.TextGrid,2,0.280,56,61,59,66,66,64,59,51,43,34,57.515
file33.TextGrid,1,0.220,27,43,56,59,59,67,75,74,63,59,59.616
file33.TextGrid,2,0.630,59,62,49,75,79,77,58,48,49,30,61.387
file330.TextGrid,1,0.500,56,58,55,72,82,78,73,72,73,73,69.667
file330.TextGrid,2,0.270,73,74,78,77,77,75,71,56,46,41,68.108
file331.TextGrid,1,0.300,25,55,62,62,61,62,72,80,82,75,65.233
file331.TextGrid,2,0.380,75,67,62,69,80,82,77,80,59,50,71.059
file332.TextGrid,1,0.230,36,60,71,75,68,59,58,56,58,63,61.438
file332.TextGrid,2,0.680,63,75,74,71,74,65,52,48,41,39,61.457
file333.TextGrid,1,0.270,53,69,73,73,72,73,75,75,77,71,72.451
file333.TextGrid,2,0.300,71,54,52,71,71,72,70,66,59,46,63.531
file334.TextGrid,1,0.280,68,68,69,68,70,76,79,79,78,80,73.402
file334.TextGrid,2,0.630,80,80,76,77,74,69,67,53,51,23,66.797
file335.TextGrid,1,0.250,37,65,68,78,80,75,70,69,66,71,69.377
file335.TextGrid,2,0.270,71,77,73,73,66,62,57,49,45,44,62.327
file336.TextGrid,1,0.270,20,44,51,51,53,60,77,80,79,71,60.679
file336.TextGrid,2,0.570,71,57,74,74,63,54,55,52,48,37,58.632
file337.TextGrid,1,0.270,65,60,58,57,79,80,79,82,80,75,71.352
file337.TextGrid,2,0.380,75,75,76,74,72,71,62,55,50,35,65.178
file338.TextGrid,1,0.260,32,58,68,72,71,72,73,70,71,72,67.277
file338.TextGrid,2,0.710,72,73,72,71,73,73,62,46,42,31,62.216
file339.TextGrid,1,0.190,49,57,65,73,77,76,75,73,69,70,69.430
file339.TextGrid,2,0.220,70,73,77,75,74,65,59,56,57,57,66.445
file34.TextGrid,1,0.260,14,34,41,46,55,64,73,76,77,72,57.140
file34.TextGrid,2,0.410,72,59,62,77,76,72,62,55,46,43,62.836
file340.TextGrid,1,0.460,36,72,67,72,86,81,73,65,59,60,70.163
file340.TextGrid,2,0.490,60,76,78,78,71,64,57,49,32,29,61.961
file341.TextGrid,1,0.400,-0.3,61,72,74,60,59,70,71,73,68,64.677
file341.TextGrid,2,0.610,68,58,72,75,74,71,66,56,51,21,63.588
file342.TextGrid,1,0.050,56,65,71,75,78,79,80,79,78,75,74.262
file342.TextGrid,2,0.310,75,68,69,63,79,80,79,79,74,66,73.198
file343.TextGrid,1,0.120,34,49,55,56,68,80,83,81,74,70,66.375
file343.TextGrid,2,0.510,70,66,78,80,78,68,64,62,49,39,66.684
file344.TextGrid,1,0.680,--undefined--,55,54,55,82,75,76,77,75,77,68.324
file344.TextGrid,2,0.330,77,80,81,80,78,73,65,53,33,20,66.058
file345.TextGrid,1,0.320,23,57,67,57,75,81,88,87,88,83,73.352
file345.TextGrid,2,0.500,83,65,83,85,83,76,62,60,53,48,70.663
file346.TextGrid,1,0.270,33,47,54,60,64,69,73,77,78,70,64.691
file346.TextGrid,2,0.340,70,29,14,64,73,71,70,68,53,43,55.845
file347.TextGrid,1,0.310,37,49,57,54,55,55,75,82,81,63,62.746
file347.TextGrid,2,0.330,63,10,52,78,80,80,79,76,61,41,62.627
file348.TextGrid,1,0.220,77,79,78,64,46,27,11,17,54,58,49.328
file348.TextGrid,2,0.590,58,75,65,74,73,69,62,60,53,27,65.140
file349.TextGrid,1,0.130,47,62,74,79,81,83,84,83,83,83,77.412
file349.TextGrid,2,0.310,83,83,81,70,64,60,57,52,51,46,64.895
file35.TextGrid,1,0.140,38,56,63,65,68,73,78,80,79,76,69.049
file35.TextGrid,2,0.490,76,71,66,76,69,68,57,55,42,29,62.153
file350.TextGrid,1,0.130,61,65,73,77,77,79,79,78,76,73,74.841
file350.TextGrid,2,0.260,73,61,54,60,73,74,73,69,57,52,64.627
file351.TextGrid,1,0.440,-2,43,53,55,55,75,75,76,72,66,60.872
file351.TextGrid,2,0.270,66,61,68,69,65,63,58,44,32,22,56.107
file352.TextGrid,1,0.120,56,66,72,75,77,79,80,79,78,74,74.731
file352.TextGrid,2,0.450,74,60,78,78,69,66,64,62,55,20,64.725
file353.TextGrid,1,0.200,11,59,78,82,83,84,82,75,75,74,73.964
file353.TextGrid,2,0.430,74,66,64,67,74,69,62,61,56,42,64.231
file354.TextGrid,1,0.430,7,34,47,50,76,82,80,72,68,54,60.807
file354.TextGrid,2,0.370,54,51,48,46,66,71,69,66,32,30,53.933
file355.TextGrid,1,0.360,33,68,70,71,85,84,79,67,61,53,70.068
file355.TextGrid,2,0.400,53,53,60,65,70,83,82,82,80,71,70.822
file356.TextGrid,1,0.250,29,62,71,73,79,79,83,83,80,74,73.586
file356.TextGrid,2,0.410,74,68,81,79,76,62,56,51,46,32,63.294
file357.TextGrid,1,0.190,18,38,60,70,70,63,79,74,69,67,62.953
file357.TextGrid,2,0.800,67,63,72,79,79,70,57,54,40,29,61.921
file358.TextGrid,1,0.370,67,65,66,77,81,81,81,82,81,73,76.117
file358.TextGrid,2,0.380,73,73,75,77,74,68,54,40,21,11,58.317
file359.TextGrid,1,0.420,51,61,67,72,75,75,73,72,70,66,69.418
file359.TextGrid,2,0.330,66,64,66,68,67,64,61,55,48,46,60.796
file36.TextGrid,1,0.220,29,50,62,67,70,67,66,69,68,74,63.082
file36.TextGrid,2,0.470,74,79,78,76,77,75,72,60,49,33,68.808
file360.TextGrid,1,0.470,45,54,55,80,80,40,-21,-300,-300,-8,-39.045
file360.TextGrid,2,0.370,-8,61,75,76,76,73,66,53,57,43,63.010
file361.TextGrid,1,0.150,60,78,81,79,70,65,64,60,57,63,68.424
file361.TextGrid,2,0.480,63,69,73,79,78,68,60,51,44,36,63.400
file362.TextGrid,1,0.130,38,55,65,69,72,74,77,77,76,71,69.070
file362.TextGrid,2,0.540,71,59,77,71,73,62,49,43,33,27,56.672
file363.TextGrid,1,0.170,29,56,75,78,79,76,72,69,65,65,68.677
file363.TextGrid,2,0.520,65,75,83,82,76,67,65,54,41,32,66.276
file364.TextGrid,1,0.390,55,66,66,72,78,78,78,77,76,71,73.209
file364.TextGrid,2,0.510,71,57,66,74,74,66,64,61,44,12,61.028
file365.TextGrid,1,0.290,29,49,67,73,72,70,68,67,64,62,63.876
file365.TextGrid,2,0.300,62,72,75,76,71,64,54,50,44,44,62.167
file366.TextGrid,1,0.270,25,53,71,84,84,75,73,65,59,54,67.124
file366.TextGrid,2,0.190,54,61,68,71,68,58,49,44,39,31,55.632
file367.TextGrid,1,0.350,13,39,49,53,58,56,63,72,73,67,56.537
file367.TextGrid,2,0.190,67,67,71,71,71,70,70,67,58,47,66.946
file368.TextGrid,1,0.340,--undefined--,49,52,51,50,50,55,75,74,69,56.875
file368.TextGrid,2,0.410,69,58,59,74,73,68,61,55,52,35,61.584
file369.TextGrid,1,0.300,8,39,49,52,52,59,76,80,81,76,59.508
file369.TextGrid,2,0.250,76,73,75,82,82,82,81,70,56,55,73.785
file37.TextGrid,1,0.340,26,70,78,67,56,48,28,13,-2,-11,40.888
file37.TextGrid,2,0.480,-11,78,82,81,76,70,68,59,46,29,65.664
file370.TextGrid,1,0.300,30,55,66,65,80,80,75,76,67,54,67.608
file370.TextGrid,2,0.280,54,59,77,80,79,75,69,60,54,55,67.320
file371.TextGrid,1,0.200,29,48,59,65,65,60,77,77,72,65,63.400
file371.TextGrid,2,0.240,65,68,73,75,76,77,78,78,72,65,73.641
file372.TextGrid,1,0.330,24,67,75,77,73,74,70,69,72,73,70.089
file372.TextGrid,2,0.360,73,74,75,70,67,63,58,55,42,41,62.092
file373.TextGrid,1,0.230,35,68,77,79,85,84,82,79,80,82,77.071
file373.TextGrid,2,0.370,82,82,80,74,66,62,58,54,52,42,65.110
file374.TextGrid,1,0.170,29,54,70,73,75,77,80,82,80,73,71.652
file374.TextGrid,2,0.450,73,70,79,80,72,64,56,48,44,35,63.471
file375.TextGrid,1,0.350,38,65,72,70,72,74,74,71,66,58,68.122
file375.TextGrid,2,0.330,58,62,74,73,73,73,66,65,61,44,66.383
file376.TextGrid,1,0.200,1,40,56,61,67,76,83,83,80,70,65.232
file376.TextGrid,2,0.210,70,78,81,80,75,69,64,56,49,43,67.597
file377.TextGrid,1,0.150,49,62,67,72,76,78,79,78,77,77,72.466
file377.TextGrid,2,0.500,77,61,60,77,74,66,48,42,41,30,58.048
file378.TextGrid,1,0.320,20,57,64,66,70,73,69,70,68,67,64.828
file378.TextGrid,2,0.250,67,73,75,69,74,73,71,71,70,56,71.123
file379.TextGrid,1,0.290,26,47,60,64,56,76,77,76,77,76,65.059
file379.TextGrid,2,0.200,76,72,65,58,55,54,51,49,49,42,56.900
file38.TextGrid,1,0.330,23,64,73,79,70,74,70,57,59,62,65.821
file38.TextGrid,2,0.430,62,59,57,72,70,61,56,45,37,31,55.589
file380.TextGrid,1,0.220,68,69,68,79,81,80,72,65,63,73,71.969
file380.TextGrid,2,0.480,73,68,76,75,71,62,46,48,46,31,60.277
file381.TextGrid,1,0.180,15,51,61,63,74,75,76,76,76,73,66.205
file381.TextGrid,2,0.440,73,69,75,76,74,73,62,54,48,42,65.074
file382.TextGrid,1,0.390,12,45,54,55,56,75,74,61,59,62,57.928
file382.TextGrid,2,0.660,62,73,73,74,70,68,61,53,49,24,63.543
file383.TextGrid,1,0.180,24,36,59,74,80,77,77,76,76,77,67.423
file383.TextGrid,2,0.290,77,76,77,77,75,68,58,55,45,33,65.264
file384.TextGrid,1,0.430,32,66,73,74,62,60,50,57,60,54,60.699
file384.TextGrid,2,0.340,54,72,74,75,69,63,58,53,47,43,62.036
file385.TextGrid,1,0.110,56,59,60,60,59,57,58,61,64,69,60.055
file385.TextGrid,2,0.370,69,76,75,74,74,73,58,49,40,29,63.596
file386.TextGrid,1,0.200,67,67,78,81,82,82,81,79,76,66,76.795
file386.TextGrid,2,0.220,66,67,70,68,67,64,58,47,28,21,57.075
file387.TextGrid,1,0.390,22,64,56,43,61,66,65,64,76,68,60.526
file387.TextGrid,2,0.350,68,72,67,62,61,60,63,52,42,48,59.718
file388.TextGrid,1,0.050,80,80,79,79,78,78,77,75,73,72,77.108
file388.TextGrid,2,0.570,72,75,77,78,74,61,57,48,43,36,63.543
file389.TextGrid,1,0.160,39,53,58,62,64,61,71,79,80,77,65.344
file389.TextGrid,2,0.510,77,76,75,78,67,58,51,45,42,32,60.962
file39.TextGrid,1,0.300,18,49,72,77,77,73,74,73,72,73,67.964
file39.TextGrid,2,0.450,73,73,74,69,58,52,47,42,38,28,55.711
file390.TextGrid,1,0.290,34,67,73,73,75,76,77,76,76,76,71.931
file390.TextGrid,2,0.470,76,77,74,70,69,58,51,50,42,36,60.743
file391.TextGrid,1,0.460,71,82,65,64,63,71,80,81,79,71,73.359
file391.TextGrid,2,0.180,71,69,68,67,65,63,59,56,44,43,61.022
file392.TextGrid,1,0.540,7,49,59,59,77,77,61,57,62,61,59.832
file392.TextGrid,2,0.230,61,62,75,76,74,72,70,68,62,61,69.031
file393.TextGrid,1,0.130,29,46,58,64,66,65,70,76,79,80,64.352
file393.TextGrid,2,0.500,80,74,77,76,77,64,62,59,53,37,66.816
file394.TextGrid,1,0.170,26,33,49,58,61,59,75,79,79,75,60.535
file394.TextGrid,2,0.440,75,75,74,76,70,55,45,44,40,30,59.291
file395.TextGrid,1,0.380,28,54,62,53,79,83,81,77,70,71,68.149
file395.TextGrid,2,0.260,71,70,70,65,63,52,47,45,38,31,55.637
file396.TextGrid,1,0.220,24,42,57,62,65,62,80,80,70,68,62.664
file396.TextGrid,2,0.400,68,81,81,77,72,69,66,54,52,37,67.388
file397.TextGrid,1,0.180,4,35,48,54,58,59,56,70,72,67,54.559
file397.TextGrid,2,0.490,67,57,74,79,79,76,62,50,38,25,62.810
file398.TextGrid,1,0.420,23,39,54,50,67,69,56,47,40,58,50.135
file398.TextGrid,2,0.220,58,60,65,68,69,66,62,59,53,45,61.580
file399.TextGrid,1,0.040,77,77,78,79,79,79,79,78,77,77,78.276
file399.TextGrid,2,0.480,77,76,76,77,65,59,53,48,40,25,60.367
file4.TextGrid,1,0.260,71,83,81,68,66,64,63,62,64,73,69.327
file4.TextGrid,2,0.380,73,80,81,80,77,69,68,64,56,43,70.274
file40.TextGrid,1,0.370,14,60,70,69,76,78,77,77,75,69,69.593
file40.TextGrid,2,0.480,69,71,73,75,74,70,59,53,47,40,63.700
file400.TextGrid,1,0.120,76,78,81,81,76,73,71,70,71,71,74.745
file400.TextGrid,2,0.540,71,70,66,64,74,71,71,63,54,43,65.113
file401.TextGrid,1,0.150,50,59,73,79,79,79,80,79,76,68,73.767
file401.TextGrid,2,0.240,68,59,51,45,59,73,74,72,66,57,62.409
file402.TextGrid,1,0.230,45,67,73,74,71,72,72,71,69,66,69.718
file402.TextGrid,2,0.640,66,59,61,78,75,74,66,62,57,25,64.646
file403.TextGrid,1,0.220,61,59,60,79,84,83,82,82,81,75,75.956
file403.TextGrid,2,0.270,75,73,77,74,71,67,64,67,66,51,69.062
file404.TextGrid,1,0.430,72,79,75,67,63,67,75,64,61,62,67.928
file404.TextGrid,2,0.450,62,71,72,68,65,59,46,43,42,32,57.200
file405.TextGrid,1,0.240,40,70,78,78,82,82,77,76,67,77,74.456
file405.TextGrid,2,0.200,77,81,73,79,83,82,84,83,82,77,80.570
file406.TextGrid,1,0.280,31,62,77,80,79,76,70,64,62,63,68.758
file406.TextGrid,2,0.490,63,74,74,74,71,62,55,44,42,32,59.815
file407.TextGrid,1,0.330,40,60,61,63,64,66,76,78,77,71,67.350
file407.TextGrid,2,0.420,71,57,59,79,78,74,66,66,63,61,67.560
file408.TextGrid,1,0.040,79,79,80,80,80,79,79,78,76,74,78.392
file408.TextGrid,2,0.660,74,78,77,77,72,60,54,43,39,18,60.243
file409.TextGrid,1,0.390,18,67,76,80,80,79,79,79,78,66,74.033
file409.TextGrid,2,0.590,66,83,78,79,77,67,62,61,52,25,67.994
file41.TextGrid,1,0.470,49,65,59,77,80,74,74,73,71,70,70.977
file41.TextGrid,2,0.430,70,74,73,70,56,53,54,53,52,49,60.715
file410.TextGrid,1,0.330,12,47,59,56,55,56,79,82,80,68,62.324
file410.TextGrid,2,0.250,68,67,69,75,75,74,70,62,49,39,66.264
file411.TextGrid,1,0.250,70,79,77,67,63,61,61,56,54,49,64.294
file411.TextGrid,2,0.570,49,66,71,72,70,61,52,50,50,37,59.937
file412.TextGrid,1,0.230,56,76,81,81,71,67,66,64,61,57,69.876
file412.TextGrid,2,0.430,57,57,69,75,73,71,60,58,45,18,60.260
file413.TextGrid,1,0.410,33,57,65,64,74,83,76,64,56,52,64.511
file413.TextGrid,2,0.530,52,48,45,73,75,71,51,44,40,32,54.673
file414.TextGrid,1,0.540,38,75,79,66,58,55,72,78,74,64,68.407
file414.TextGrid,2,0.310,64,62,54,53,51,49,43,39,34,32,48.168
file415.TextGrid,1,0.240,26,44,59,62,66,76,84,82,78,77,66.461
file415.TextGrid,2,0.410,77,78,76,78,76,66,58,53,39,30,63.784
file416.TextGrid,1,0.180,31,58,75,79,79,80,78,78,78,76,73.286
file416.TextGrid,2,0.570,76,78,79,79,72,61,57,46,42,28,62.327
file417.TextGrid,1,0.290,38,57,70,75,76,75,74,73,71,69,69.536
file417.TextGrid,2,0.320,69,62,61,57,67,66,51,45,38,33,55.220
file418.TextGrid,1,0.170,59,71,80,84,85,85,85,86,84,79,81.078
file418.TextGrid,2,0.140,79,74,72,75,78,83,84,85,84,83,79.447
file419.TextGrid,1,0.100,38,44,61,70,73,74,74,74,72,70,66.544
file419.TextGrid,2,0.250,70,66,66,65,66,67,79,79,80,74,71.203
file42.TextGrid,1,0.070,28,32,44,55,62,66,68,70,72,73,57.545
file42.TextGrid,2,0.670,73,75,74,78,75,72,72,65,50,29,68.203
file420.TextGrid,1,0.140,26,33,59,71,76,78,75,66,63,64,63.193
file420.TextGrid,2,0.510,64,65,77,76,79,66,58,58,54,46,66.177
file421.TextGrid,1,0.550,28,59,60,61,76,78,83,81,83,73,71.106
file421.TextGrid,2,0.330,73,62,53,68,80,78,74,63,52,30,64.329
file422.TextGrid,1,0.210,27,53,65,74,80,82,83,83,81,78,72.790
file422.TextGrid,2,0.380,78,75,78,79,70,57,53,42,41,36,61.521
file423.TextGrid,1,0.410,37,60,60,77,71,82,82,79,68,61,70.043
file423.TextGrid,2,0.210,61,55,55,53,50,44,41,38,35,30,46.223
file424.TextGrid,1,0.050,56,57,59,65,71,76,80,82,83,84,71.602
file424.TextGrid,2,0.510,84,78,78,76,74,70,62,53,41,34,65.465
file425.TextGrid,1,0.150,-1,23,55,69,75,76,76,76,76,72,62.372
file425.TextGrid,2,0.310,72,71,80,82,74,68,62,58,51,43,66.791
file426.TextGrid,1,0.170,56,59,61,64,72,76,78,79,79,70,70.320
file426.TextGrid,2,0.480,70,54,78,74,64,60,57,53,45,37,60.376
file427.TextGrid,1,0.230,34,60,69,75,78,77,75,74,73,73,70.514
file427.TextGrid,2,0.500,73,79,76,75,72,69,65,51,40,38,64.633
file428.TextGrid,1,0.330,66,69,84,85,86,86,85,83,83,83,82.096
file428.TextGrid,2,0.430,83,79,79,77,74,69,64,61,54,42,69.087
file429.TextGrid,1,0.120,77,80,76,69,67,67,65,63,64,67,69.023
file429.TextGrid,2,0.620,67,66,78,78,69,66,57,43,32,24,59.395
file43.TextGrid,1,0.360,23,48,60,63,63,75,72,72,69,65,62.805
file43.TextGrid,2,0.310,65,65,65,65,57,49,45,35,29,26,49.979
